sentiment,review_body,product_category
1,I bought the navy polka dot top and i love the way the design lets you work orange into your wardrobe if it's a color you wouldn't normally wear. the blouse is sheer so a camisole is needed underneath; i'm looking forward to layering over the blouse in the fall to add a pop of pattern to a navy sweater.  i'm a 34f and size 12 fit me easily with extra room under the arms. the gathering stops above the bust so that it fit's snug above and loose below. worn loose  the blouse is fairly long  coverin,Blouses
1,I adore this top! it's comfortable and cute. the sleeve length is great for wearing bracelets. it's well-made. just perfect.,Blouses
1,I tried it one bcasue it is on sale and i love it...too bad i don't need yet anothr black top. fit is loose/flowy  but the ruffles add a littl cahrm to the shirt. tried on regualr xs  i could proably go to petites though  but thankfully there is a button at the neck,Blouses
1,This is a really pretty shirt - the colors are beautiful.  it runs large  and it's semi-sheer.  shape is loose and boxy  but because it's more sheer  it didn't seem as boxy.  i'm tall  and this was long enough.  only change would be to make the sleeves a little less bell like.  not tight  but lose some of the volume.,Blouses
1,I ordered the xl and the colors are just as pictured. the material is so soft. the problems: too short and too small. i'm a little over 5 ft. 5 inches and this top ran so short on me. i wish there were three more inches of material and then it would have been great. it was cut a little tight along the shoulder line too. i was so disappointed that this couldn't work on me. i like a romantic style  especially for comfortable basics. but  this was a pass for me. i had to return it. the ruffles on t,Blouses
1,"This is an awesome blouse! it is well made. the fabric is thick and soft. it drapes beautifully. i love the tie at the top. i wish it came in other colors - other than the denim offered. i am 5'4""  115 pounds  flat chested. the xs fit well.",Blouses
1,I ordered this in an 8p yellow. the yellow is more of a rich golden yellow than the easter yellow i see on my monitor that i was hoping it'd be  but i'm keeping it because it fits me perfectly. i am chesty for my size (32ddd)  and somehow i don't look bigger than i am in this top. i also have broad shoulders and this doesn't feel tight when i move my arms. bonus that it has loops to keep your bra straps in place! i have to dock a star though because there are quite a few fabric threads to trim f,Blouses
-1,I wanted to love this. couldn't wait for it to arrive.  unfortunately  it doesn't look anything like the picture.  i usually wear a m/l in holding horses so i ordered a l but as soon as i held it up i noticed it was ridiculously large. the fabric is on the heavy side so the dress just hangs in a very unflattering way. and  it is extremely shimmery.  i love velvet  but the texture and sheen of this dress was just over the top. sadly  it is going back.,Dresses
-1,When you look at the online pictures of the navy colored dress  the stripes are diagonal. however  that is not the case with the dress in person. the stripes are all horizontal and not that flattering. such a bummer because i love maeve dresses and thought this would be a great addition to my summer dress rotation. alas  not very flattering  so back it goes.,Dresses
-1,I'm not really sure what the designer was trying to accomplish with this dress. the fabrics and details are pretty but the shape is really strange. for one thing  the dress has a very straight cut so there is not a lot of room for movement and the thin belt makes the shape even worse. i felt like i was wearing a really fancy garbage bag. also  the way the bottom flares out is just strange considering the cut and length. i really wanted to like this dress but unfortunately it was a complete miss,Dresses
-1,Oh such a classic retailer look for summer! a vintage pattern on a crisp cotton fabric. i was immediately drawn to it. but wait- there is a sort of wrap around tie at the waist  creating the look of an apron. yes. it looks like one is wearing a full apron. or scrub dress.   why?? this would have been sooo much better as a simple shift or a skirt/blouse combo.,Dresses
-1,Loved this dress online  but my small pettie stature made me looks like an orphan from the prairie.,Dresses
-1,"I love this dress but i will return it because the sleeves are too tight. i have never had this problem before. i ordered a petite 0 and petite 2. for reference i am 5' 4"" tall and 117 lbs. the length is perfect and i really like the style. if the sleeves had not been so tight i would have kept the petite 0. the petite 2 sleeves were no looser. sorry that this did not work for me.",Dresses
-1,This dress hangs horribly. unlike the photo  the waist does not cinch. too bad. the colors are great and the quality of the material is nice. because i bought it on sale  i may try to tailor it to work  but unless you are willing to do that  its a no go. :-(,Dresses
-1,The dress is very pretty  but the sequins are dark blue! i imagined they would be silver/gold  given the photo  but the dress is essentially light pink and blue.,Dresses
-1,You can adjust this dress a bit with the straps but it's huge! the colors were also a bit grayish which i didn't expect.,Dresses
0,On me this was not good at all. couldn't get it off fast enough. the thick  stretchy fabric instantly added bulk to my frame and the leaf pattern over my mid section emphasized my belly (and i'm a size 2). also  the color is a dark  brick red and i think if it had been a true red it would have been much more attractive.,Dresses
0,Loved the pattern and colors of this dress. the material was extremely heavy. the shoulders and across the back was very small so that i couldn't lift my arms or put them out straight in front of me. but then the rest of the dress was huge and shapeless. sadly i had to return it.,Dresses
0,This just did not sit well on me. while the length was fine and the fabric was a nice thick weave with a flattering amount of stretch  the twist at the shoulder just looked odd. it did not sit flat at all  so it just looked like i had gotten dressed in the dark and had not managed to sort out my sleeves. given the spot-on quality  i would definitely look into other items from this brand  but back this dress went.,Dresses
0,Dress looks awesome when your arms are down like the model. but don't you dare lift your arms. i'm kinda tall and the dress barely covers my bum when arms are raised. keeping the dress but will have to keep my arms down ;) maybe?,Dresses
0,I wanted this dress in wine for a holiday party. but it just has no life whatsoever. unlike prior reviewer  i found nothing to dislike about the fabric. the fabric is fine and the fit is fine. i'm sometimes an 8 and sometimes a 6; took this in an 8 and definitely would not size down. it's relatively close- and well-fitting  but the sleeves and neckline further ruined it for me. the sleeves are shapeless  long and baggy. the neckline is just blah. it needs to be neater  trimmer  more cut. the ruc,Dresses
0,"The dress at first glance is pretty  feminine  and a timeless shape. sadly the quality just isn't there.  i ordered online and was excited trying it on (dress fit true to size for me  all be it a little snug in the chest).  the zipper is super cheap  hard to get up or down on or off the hanger.  the appliquã©s are sewn onto a super flimsy netting  already coming detached without even having worn it.  i could see this dress catching on ""everything"" and tearing easily.  given the quality i'm return",Dresses
0,"I saw this in that postcard ""catalog"" and it drew my attention immediately  so when i saw it at the store  i knew i would try it on.  this dress is gorgeous - the lace is sturdy and won't easily be caught on things  the chambray is substantial but light. it's put together well and the slip covers greatly. the material isn't stretchy  but it keeps it shape and i like that. i'm 5'7"" and it hit me right at the knee  so it's a good length if you wanted to wear it with a cardigan to work as a spring",Dresses
0,Giving 3.5 stars due to how big this dress runs. i am 5' 118lbs and i was swimming in the xs. it is a beautiful dress  just beware it runs very large.,Dresses
0,This dress looks so elegant and perfect for transition from work to night. it looks great on the model but it looked terrible on my. it's a lovely material but the middle added girth to my stomach area which i did not care for.,Dresses
1,Really happy with this tunic. at 5'2 i am able to wear this as a dress or a top (with a belt). it's comfy  light material  and can be dressed up or down.,Dresses
1,This dress will be perfect for the mid-september wedding i'm attending. september is a transitional month fashion-wise and this knit dress will be perfect. the shimmer (which isn't apparent from the website) makes it festive enough for a wedding.,Dresses
1,The print on this dress is gorgeous---but the material does not stretch whatsoever  and there are not zippers or buttons to ease in the fit. i always  always  always wear a size zero. it was a massive struggle to even get the dress over my head and on to my body. i felt like i was getting crushed! once on  although awfully small  the dress is just beautiful in every way. so chic! i just returned it and ordered two sizes up---here's hoping it fits!,Dresses
1,Yay  i found it: my go-to dress for this summer! it's perfect for casual day-to-day stuff  as well as summer festivals  nights out  travel  etc. i love the design  length and fit. it's a bit snug in the chest area but i went with the smaller size as the shoulder straps sagged a bit in the larger size. the lace-up front gives it a sexy corset-type bodice  but in a very casual  appropriate way. i think this dress will work well with many body types and ages  it's flattering for us curvier ladies ,Dresses
1,"Got this dress in the blue and cream and it's gorgeous. i love that it's work and date night appropriate  but so comfy. i am 5'4"" but have very short legs  so it's hard to find a maxi dress or skirt that doesn't drag on the ground. this floats beautifully above my ankles - a little lower than on the model  but still high enough that i am totally comfortable wearing the dress without heels. i got the small and it fits great. the print is lovely - the cream fabric is speckled in gray dots in some",Dresses
1,I love this dress. so simple yet beautiful. very excited to wear this spring and summer  perfect for easter.,Dresses
1,I was desperate to find a dress for an upcoming wedding. i basically tired on every dress in the store. this one was by far the best dress i tried on. the outer layer is delicate  and has great stitching and embroidery. the only problem is that the slip is skin tight and too small. this dress is so awesome i'm willing to overlook that and find my own slip. when i came out of the dressing room another couple stopped to tell me how amazing the dress looked. this dress is beautiful!,Dresses
1,This dress fits very nicely  i didn't keep it as i have too many dresses  but loved the fit. hip was a little looser compared to the top  you can almost see it on the model if you look closely  the dies poke out a bit. the teal color is very flattering on my pale skin tone. love the back  you can actually zip it all the way (mid back) with the tie in the neck  leaving a nice cutout... 0p fit me (115 lbs  26.5 in waist) 30 dd).,Dresses
1,For reference i am 5'3 121 lbs and i usually wear a size 6 or 8. i got a size small and it was still at bit large. my bf said it was a nice dress to wear around the house ( like a house dress). a bit pricey for that but the way it hangs it does look like a house dress or a bit like a sack. i kept it only because i was looking for casual dresses. i wore it out and got a few compliments ( prob cuz i never wear dresses). good luck.,Dresses
-1,Didn't like at all. itchy fabric  looked good on model but on on busty girl.,Fine gauge
-1,"I really wanted to love this sweater however it fell much shorter on my 5'10"" frame than it falls on the model  between my belly button and hip  and the sleeves ended just below my elbow and were much more voluminous than they appear in the product shot. i do have long monkey arms though  so on someone more petite it would probably fit more like the model shot.  the quality of the knit seems nice  however the zipper used is very slim and light weight and got stuck twice just while i was trying i",Fine gauge
-1,So sad becuase i like the design. i would not recomend the lack to anyone that does not live and work and shop in a completely immaculate environment. i wore this to work the day after purchasing and within three hours i honestly looked like i had slept in this sweater for three monthe straight. i had to take the sweater off and work in a t-shirt.   the marigold color may be better than the black abut showing lint but something intrinsic to the fabric really attracts lint like nothing i have eve,Fine gauge
-1,I wanted to love this. however  the fit was funky and the colors were muted. this is definitely something you must try on in the store. too risky to buy online due to weird fit.,Fine gauge
-1,I agree with the other reviewer. the colors were fabulous  but it was boxy and fit me like a sack. the slits on the side really detracted from the cute fabric and the hood drooped way in the back due to being able to pull away from the slits. it was really a cute idea and i'm sad it didn't work. i started not to order it based on the first review but i wanted to give it a chance --i should have listened !,Fine gauge
-1,"I think this will work well on very busty hourglass figures or very petite frames; but on my athletic build this shirt did me no favors. i have one of those body types where my biceps are very muscular  and my shoulders are broader than my hips (w/a 34b chest). i typically take a m or a l in most retailer tops  and  had i kept this  i would have gone with the m. ---------- this shirt hit my arm at the low point of my bicep (~1"" above my elbow) and made my arms look huge. fyi  the v neck is very de",Fine gauge
-1,"I had this in my cart for a week before i took the plunge  because i thought it would make the cutest boho statement piece that could go from beach to casual evening outings. i'm 5'9""  so i got the m/l to ensure length. maybe that was wrong? if the ""laid flat width"" was included maybe that would have been more helpful  but this thing was massive and looked like a potato sack. the side slits (of course hidden in the photos) came up to just over my natural waist  enhancing that effect. i loved the",Fine gauge
-1,"The photos online make it look like a comfortable  relaxed  lightweight early fall/spring cardigan. when it arrived it looked very wrinkly and there is no ""shimmer"" as far as i can tell. i tried using my steamer to get some of the wrinkles out  but it didn't work. it looks too rumpled and i don't want to wear something that looks like i just rolled out of bed.",Fine gauge
-1,Really wanted to luv this top buttt it ran small in arm length & in the front  bottom...backside was perfect coverage...also most important this top is see-through! item as pictured is not accurate!,Fine gauge
0,I love this piece because of its flattering stripes.i am 5' 9''  150 lbs and ordered a medium. the large was just too big  the small too short and tight  but the medium fit well. however  the sleeves are a little large which was a disappointment  and because of this there's an awkward excess of fabric on the front next to the armpits. i also experienced that the shirt is not long enough to tuck in  how the model has done.,Fine gauge
0,I have a collection of this artist's paintings throughout my home. she is a favorite. i was so excited to see the first clothing item offered at retailer. i ordered it at full-price. it looks the same in person as in the photos. the fit was true to size--it fits me as shown on the models. the knit was comfortable. the problem was the printed fabric. it was so flimsy and kept attracting static. no matter what i tried  i couldn't get the static problem solved. it was unwearable because of how messy,Fine gauge
0,This is the prettiest little sweater with such nice details. but it will not work well on a person like me with a full bust (38d) even in a larger size than i normally wear. it is also very  very short in the body. i would recommend it for a petite person with a small bust though.,Fine gauge
0,I like the look of this sweater and i am keeping it. however  i found the fit under the arms a little uncomfortable. there is a large seem that goes under the armpit and is a little bulky and irritating. also would not recommend if you are busty. because of how the stripes run  it looks stretched out over my chest.,Fine gauge
0,I typically wear a size xl in retailer clothes. i'm a size 16 in tops and this sweater in xl fit really baggy with no form fitting. it's super soft and i love the color  but it was just unflattering on me.,Fine gauge
0,After reading the reviews i decided to give this a try  but it just didn't work on me. i'm 5'8  smaller on top  and usually wear m in retailer sizes. this was ok in the shoulder and arm area but a little too snug for me in the hips. also  the diagonal striping made my boobs disappear and the pattern at the bottom emphasized my tummy and rear. not exactly the look i was going for. back it goes.,Fine gauge
0,I ordered the pink  and it was gorgeous. the color and feel were so soft  i would have kept it if it were a blanket. but i did send it back because as a sweater  it just didn't lay right. it has a sort of inside layer that just didn't fit right with the outside sweater layer  so it ended up puffing up on the sides at the waist. that was not flattering. and the hood was too large and floppy looking. too bad.,Fine gauge
0,I love the style of this top. hand washed before wearing and it looks like a rag before i even got to wear it. very disappointed since i thought it would be a very practical tank.,Fine gauge
0,Purchased this sweater as a gift for my daughter and when i saw it wanted one for myself. it is a light to medium weight and works well with jeans or for work. the sweater is shaped smaller at bottom and is flattering. the one problem was that when you raise your arms  the sweater also rises to expose your torso. it was returned.,Fine gauge
1,This is a beautiful piece - but not if you need a hardy sweater. the material is lovely as are the two colors i saw. but it is lightweight and delicate. i tried an xxxs petite which is my norm and it fit perfectly. i did not buy it as for the price and relative usefulness  i had to say no. i will watch for sale.,Fine gauge
1,I love this sweater! i ordered the dark gray and wasn't expecting fabulous but that's what i got. the skirt below the waist tie is actually pleated so that it falls perfectly. the seaming detail is beautiful. i am between a size large and extra large and the extra large fit perfectly. the sweater is short  half way down my hips but looks good over a long tank. this a medium weight knit and will be wearable all year with skirts  dresses and any kind of trousers. this is one of my favorite purchas,Fine gauge
1,This is such a classy  elegant and interest piece for your wardrobe. the fabric and cut is lovely and it drapes really nice. i love how it doesn't slide around on your frame when you move and the pockets are awesome - such a fun and practical extra. i thought the arms were a little tricky - but you would see the same issue with any cape style top. the gray is a nice color  but i wish it came in another option - a wine color would be amazing.,Fine gauge
1,"I feel fabulous in this plum and charcoal vest. i am 5/9"" and the m'l is the perfect length and size. i was initially attracted by the external seams (and color) and was delighted with the silhouette and soft structure of the wool blend fabric. it is versatile and yet a kind of signature piece that i will wear with joy. .",Fine gauge
1,I kept going back to this sweater as this goes with so many different bottoms! thank you retailer! i ordered the petite version since i am not as tall as the model so the length is perfect! the speckles of gray are beautiful and would frame any complexion! the fit if flattering with straight pants or short skirts.,Fine gauge
1,Love this top! it has a great retro vibe  and the colors are great. it is very soft and great quality! i was in between a size xs and small. i went with the small  and wish i had gone with the xs. i would definitely recommend this top!,Fine gauge
1,I am a sucker for bows  so decided to try this one and ordered it. i went with the petite  without trying on the regular size (in hindsight  i should have ordered both)  but tit fit very nicely in petite  so keeping it. length is as on the model  right at hip  the colros of hte bow are well represented on the picture  light pink  light mustard yellow and navy  so i stil lthink it is neutral ebough to mix with other colors: warm or cold palette. love hte button detial in the back  i ordered xs an,Fine gauge
1,Perfect sweater to throw on with anything. it is fairly thin  i wore a cami underneath. the sleeves and hem are rolled. you have to be careful and it can snag easily. happy with my purchase.,Fine gauge
1,I wear this top all the time! perfect with jeans and can't wait to wear with a skirt in the summer.  i am 5'2 and have the xs which hits in a great length  just as pictured. i bought at full price  so for the sale price you are getting a great deal!,Fine gauge
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
-1,I am pregnant and i thought this would be a great sleep bra. it's soft and fits okay  but it has zero support or shape. i would only buy if you are a b cup or smaller and can get away without support. if i would have seen this is the store  i would have passed over it. however  i was too lazy to return so i am wearing it. it's comfortable so that's a redeeming quality. i would not recommend for larger chested ladies  though!,Intimates
-1,It seemed to stay in place and did not require constant readjustment. however  i found the band to be extremely small and tight. it is not the most comfortable bra because of the way the band just presses into your skin.,Intimates
-1,3 tags sewn in  2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however  this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!,Intimates
-1,The bra is comfortable and the design is good. however  the sizing is way off. i am a 34c and the small fits well with minimal support. not sure about quality. this one might have to go back :(,Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,This is a very nice bra  upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color  it's really pretty! just go up a size or two if anything and try it out.,Intimates
0,If your hips are bigger than a size 6 us you can't fully close this robe. the model must be wearing the larger of the two sizes to have such a nice oversized fit. the fabric is soft and lux and amazing  but the weird dart in the back and the closure is right over my sadly size 8 hips and butt. if i was taller and thinner i would have kept this and worn it every day.,Intimates
0,It is a very pretty bra. light weight and beautiful lace. however  i have yet to find a t-back that does not make me feel like i am going to spill out. to me it ran small. i now know to get a 34 instead. i am working on losing weight  perhaps that might help with the fit?,Intimates
1,Oh how i love this bra!! its so comfortable and very flattering. i find that many bralettes totally flatten me out but this one does not. and the floral lace here is just beautiful. the daisy-type flowers look so cute and feminine! i've got it in so many colors now. for sizing  i'm 34b and the s/m fits great.,Intimates
1,I am so happy with this chemise! the pink is the most breathtaking blush and the fabric is super soft. i like that the straps are adjustable  allowing me to make the bodice a perfect fit while adjusting the gown to the perfect length for me. it's definitely my new favorite!,Intimates
1,This tank is perfect. it fits close to the body  but does not squeeze. it is super soft  smooth  and comfy. it layers perfectly under blouses. this is by far my favorite basic tank!,Intimates
1,Well fitting bra  comfortable (not itchy)  lace doesn't show through tops.,Intimates
1,I love this gown so much. i have two of them! the gray and pink. they are really soft and comfortable. i sleep in them all of the time.,Intimates
1,This is a tts cami that should be a staple in everyone's closet. great for layering.,Intimates
1,A finely laced sheer bustier along with a gown split along the sides makes for a lovely sleeping garment. the material is cooling and the lace is not itchy.,Intimates
1,This is a beautiful piece for the price. very well made and flattering. i'm a 34c and usually wear a size 2-4 on top and solid size 4 on bottom. a size small in this fit great. it does not provide any support up top though so be aware of that.,Intimates
1,This bra is very cute and pretty comfortable. i usually wear between a 34d in elle mcpherson and this fit perfect. i got it in black and while it's really cute i was surprised how different the color looked in person vs. online. online it looked to me to have some purple to it  but it is definitely 100% black in person (just an fyi). i also thought the tassel was cute  but it does look a little cheap and flimsy in person. still a great bra.,Intimates
-1,This vest looked so cute online but it's a disaster. the quilting is so bulky that the drawstring doesn't work properly and it just hangs. itlooks like something out of a costume closet that could be used for a peasant farmhand or a zombie movie. seriously  it's bad.,Jackets
-1,The fabric of this vest is identical to a old white dish cloth! the cut of this vest is also bad! will be sent back!,Jackets
-1,The color is completely off! i loved the way this vest looks in the picture! i was excited to have that vest but unfortunately what i received in the mail was a huge disappointment. it came wrinkled and the brown is not as rich as it is in the picture. very pale. horrible.,Jackets
-1,I bought this online in the grey and blue and had high hopes. it runs big so size down at least 1-2 sizes. i didn't realize that the sweater looking part on the forearms was part of the coat. that part of the coat is really nice and comfy. unfortunately  the rest of the coat (the wool part) is very itchy. it would've been awesome if it was lined on the inside  but it's not...so i'm taking them back.,Jackets
-1,I really loved this vest online and decided to try it on in store. it was really cute on and fit nicely so i purchased it (in my normal size) and took it on a vacation. first time wearing it and the color transferred all over my white shirt even though it says it is pre-washed. i am very disappointed considering how expensive this was. overall  it is very cute but it may ruin your clothes so beware!,Jackets
-1,I didn't realize that the grey sleeves are attached (i assumed that was just an undershirt on the model). needless to say it looks cheap and poorly made. will be returning,Jackets
-1,"When i saw this jacket in store  i fell in love with it. the colors with the quilting and gold studs are gorgeous. i am 5'3"" 130# 36dd with petite frame. i tried a m on in store and the sleeves were super long and wide. the s was too small across chest and hung open oddly. the jacket is a nice heavy weight and great quality. i ordered a petite m and it was no better. i literally looked like a big marshmallow...a linebacker! the sleeves were so unflattering where it looked like i was wearing pvc",Jackets
-1,This is not a kimono. it's a cocoon. there's a huge difference.  it's also not made very well.,Jackets
-1,Love the jacket! so versatile! would probably order up a size if you like a loose fit.,Jackets
0,Well made but strange fit. the medium was long and narrow  waaay too small.,Jackets
0,Looks so cute in the picture  but just didn't really look that flattering on - plus the sleeves were too tight and too long for my short arms so going back....,Jackets
0,I didn't fall in love with this jacket but it was comfortable and seems like it has potential to be flattering on many body types. for reference i tried on a medium and my measurements are 38-30-40.,Jackets
0,When i tried it on it looked like a stiff bathrobe. straight  too boxy.,Jackets
0,This is super cute and the colors are so vibrant and its thin enough to wear with tanks for the summer but it already had a hole forming in the upper back shoulder.  i guess the material was a little too thin....$98 is a little too much money for something that gets holes so easily!,Jackets
0,The fit is quite strange on me as the tie is very high on the waist. this makes the jacket look odd and quite voluminous. i was very impressed with the fabric though but will have to return. i wish retailer would post what size is the model wearing. maybe she is wearing a larger size than usual which falls lower.,Jackets
0,"The kimono is as pictured. the colors are true to what is shown on line  though the description indicates ""green multi""--it is not green. i returned the item  however. the quality is fine  but it seemed extremely over-priced to me. it seems to me that half the price would be fair for the quality.",Jackets
0,I was searching for the perfect large comfy sweater for the cold winter weather ahead and i thought this would be it. it looks so cute in the pictures but when i received in by mail it wasn't what i was searching for. this sweater  like on the model  is quite large. although i wanted a large sweater  the fit of this one didn't fit well on me. it has more of a boxy feel to it. i usually wear a medium  but went with a small because i expected this to fit a little large and it still engulfed me. i,Jackets
0,The colors on this jacket are a murky blue with a pale mauve tone for the lighter color. size is a bit on the large size. i did not feel that the jacket was that well-made and would hold up to much wear. i was looking for a jacket to dress up jeans  black pants etc and this did not fit that need. it would be a warm jacket if that is a need.,Jackets
1,Love the swing-style boxy fit. versatile - works well over jeans or any pants and top. like the coated linen (or cotton?) look. serves much the same purpose as any light weight or denim jacket - good to wear over a top to complete an outfit or as an extra thin layer but not a substantial outdoor jacket. really quite cute. fairly tts but if between sizes  size down.,Jackets
1,I saw a stylist wearing a similar piece from a few seasons ago and commented that i liked it on her. i was told they had a different version (a few actually) and i decided to try it on. it actually is pretty flattering  i had flared jeans on but also could see it with a dress. i left it open  as pictured  tied one button  and also played with the neck and tried a cowl... all very nice.    i debated getting my usual xs petite  but hey  they don't make it in petite  and the stylist thought the loo,Jackets
1,This is soft to the touch and just beautiful.  it is a little roomy  but true to size. i love it that way.   totally on trend for the season,Jackets
1,I got this jacket thinking it was going to look different on me. while i ended up returning it  it fit me nicely and was good quality. it just wasn't the look i was going for.,Jackets
